,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
695,ROOFTOP,"838 West End Ave, New York, NY 10025, USA",ChIJZ3-Y-yX2wokRKkKFCEUs5Tk,"838 WEST END AVENUE, Upper West Side (96-116), Manhattan, NY, USA",40.7981828,-73.97073329999999,1,10025,OK,"establishment,point_of_interest"
696,ROOFTOP,"992 Amsterdam Ave, New York, NY 10025, USA",ChIJ2zEbuzz2wokRTNeIjzlujUs,"992 AMSTERDAM AVE, Upper West Side (96-116), Manhattan, NY, USA",40.8025791,-73.9644394,1,10025,OK,"bar,establishment,point_of_interest"
697,ROOFTOP,"149 W 108th St, New York, NY 10025, USA",ChIJ18d5NSP2wokRP6AFt77GUoA,"149 WEST 108 STREET, Upper West Side (96-116), Manhattan, NY, USA",40.8015368,-73.9636725,2,10025,OK,premise
698,ROOFTOP,"65 Jumel Terrace, New York, NY 10032, USA",ChIJqTIQToL2wokRKbmUA423_YY,"10 JUMEL TERRACE, Washington Heights Lower, Manhattan, NY, USA",40.8344548,-73.9385727,1,10032,OK,"establishment,museum,point_of_interest"
699,ROOFTOP,"565 W 169th St, New York, NY 10032, USA",ChIJU5NBNJz2wokRTMTvKLvWlnM,"565 WEST 170 STREET, Washington Heights Lower, Manhattan, NY, USA",40.8418725,-73.93887529999999,1,10032,OK,"establishment,point_of_interest"
700,ROOFTOP,"427 W 162nd St, New York, NY 10032, USA",ChIJD4_6-YL2wokRLO2flTeWoBc,"427 WEST 162ND STREET, Washington Heights Lower, Manhattan, NY, USA",40.835392,-73.93822899999999,2,10032,OK,street_address
701,ROOFTOP,"443 W 162nd St, New York, NY 10032, USA",ChIJ91ZO_IL2wokRCrQ0Rtqaoi8,"443 WEST 162ND STREET, Washington Heights Lower, Manhattan, NY, USA",40.835597,-73.938705,2,10032,OK,street_address
702,ROOFTOP,"502 W 168th St, New York, NY 10032, USA",ChIJ3_EKoJ32wokRJ35EZ3yw3Kg,"502 WEST 168TH STREET, Washington Heights Lower, Manhattan, NY, USA",40.83992629999999,-73.9375211,2,10032,OK,premise
703,ROOFTOP,"109 Audubon Ave, New York, NY 10032, USA",ChIJM3oW4532wokRLVvHlOUtc4E,"109 AUDUBON AVENUE, Washington Heights Lower, Manhattan, NY, USA",40.84210520000001,-73.9368199,1,10032,OK,"establishment,health,point_of_interest"
704,ROOFTOP,"630 W 158th St, New York, NY 10032, USA",ChIJ_1ebkYX2wokRXAgDIcbct4Q,"630 WEST 158 STREET, Washington Heights Lower, Manhattan, NY, USA",40.835457,-73.946843,2,10032,OK,street_address
705,ROOFTOP,"562 W 161st St, New York, NY 10032, USA",ChIJx3BjgYT2wokRTAv7qFLfxUA,"562 WEST 161ST STREET, Washington Heights Lower, Manhattan, NY, USA",40.8359339,-73.94209000000001,2,10032,OK,premise
706,ROOFTOP,"476 W 165th St, New York, NY 10032, USA",ChIJG02OzIL2wokRZn2ZpkYDzeY,"476 WEST 165 STREET, Washington Heights Lower, Manhattan, NY, USA",40.837408,-73.937877,2,10032,OK,street_address
707,ROOFTOP,"2119 Amsterdam Ave, New York, NY 10032, USA",ChIJbXtvMZ32wokRX2uvSdBMn68,"2119 AMSTERDAM AVENUE, Washington Heights Lower, Manhattan, NY, USA",40.83791799999999,-73.93804349999999,1,10032,OK,"establishment,food,point_of_interest,store"
708,ROOFTOP,"2153 Amsterdam Ave # B, New York, NY 10032, USA",ChIJbQ33ap32wokR6TRp5ZBCqec,"2153 AMSTERDAM AVENUE, Washington Heights Lower, Manhattan, NY, USA",40.8388268,-73.9374622,1,10032,OK,"bakery,establishment,food,point_of_interest,store"
709,ROOFTOP,"500 W 157th St, New York, NY 10032, USA",ChIJmbgnr4b2wokRtjUZ5lFWBw0,"500 WEST 157TH ST, 3W, Washington Heights Lower, Manhattan, NY, USA",40.8329014,-73.9424094,2,10032,OK,street_address
710,ROOFTOP,"524 W 162nd St, New York, NY 10032, USA",ChIJ1zBYb4P2wokRo4mQiEovwWo,"524 WEST 162 STREET, Washington Heights Lower, Manhattan, NY, USA",40.83636509999999,-73.9411945,2,10032,OK,premise
711,ROOFTOP,"520 W 162nd St, New York, NY 10032, USA",ChIJi-RvZYP2wokRgxpx3V9L-ME,"520 WEST 162 STREET, Washington Heights Lower, Manhattan, NY, USA",40.836307,-73.94105669999999,2,10032,OK,premise
712,ROOFTOP,"503 W 164th St, New York, NY 10032, USA",ChIJe45nK4P2wokRHPjtpNh_aU4,"503 WEST 164 STREET, Washington Heights Lower, Manhattan, NY, USA",40.8376469,-73.93925,2,10032,OK,street_address
713,ROOFTOP,"502 W 167th St, New York, NY 10032, USA",ChIJa0DUEZ32wokR8CKLwR84Rr0,"502 WEST 167TH STREET, Washington Heights Lower, Manhattan, NY, USA",40.8392788,-73.93799419999999,2,10032,OK,premise
714,ROOFTOP,"2172 Amsterdam Ave, New York, NY 10032, USA",ChIJu2HOdJ32wokR0SIiyJmA_BQ,"2172 AMSTERDAM AVENUE, Washington Heights Lower, Manhattan, NY, USA",40.8396425,-73.9373002,2,10032,OK,street_address
715,ROOFTOP,"503 W 169th St, New York, NY 10032, USA",ChIJQ7IujJ32wokROYNvQ0_pKyo,"503 W 169 STREET, Washington Heights Lower, Manhattan, NY, USA",40.840746,-73.93650699999999,2,10032,OK,street_address
716,ROOFTOP,"470 W 166th St, New York, NY 10032, USA",ChIJV6VjR532wokRLnxLvZs3eNM,"470 WEST 166TH STREET, Washington Heights Lower, Manhattan, NY, USA",40.8382888,-73.9374373,1,10032,OK,"establishment,point_of_interest"
717,ROOFTOP,"3810 Broadway, New York, NY 10032, USA",ChIJXcBRQYT2wokRRn7d8zbQgho,"3810 BROADWAY, 4D, Washington Heights Lower, Manhattan, NY, USA",40.8349812,-73.9439045,2,10032,OK,street_address
718,ROOFTOP,"3810 Broadway, New York, NY 10032, USA",ChIJXcBRQYT2wokRRn7d8zbQgho,"3810 BROADWAY, 5A, Washington Heights Lower, Manhattan, NY, USA",40.8349812,-73.9439045,2,10032,OK,street_address
719,ROOFTOP,"565 W 162nd St, New York, NY 10032, USA",ChIJTUa6oYT2wokRiVBENXX4ykY,"3880 BROADWAY, Washington Heights Lower, Manhattan, NY, USA",40.8370501,-73.9420062,2,10032,OK,"establishment,general_contractor,point_of_interest"
720,ROOFTOP,"638 W 160th St #6D, New York, NY 10032, USA",ChIJd9yPT7lZwokRE-XkA1UNjvw,"638 WEST 160 STREET, Washington Heights Lower, Manhattan, NY, USA",40.8366621,-73.9455801,1,10032,OK,"establishment,point_of_interest"
721,ROOFTOP,"655 W 160th St, New York, NY 10032, USA",ChIJZ034GYX2wokRMhtYiGuqPlc,"655 WEST 160 STREET, Washington Heights Lower, Manhattan, NY, USA",40.837051,-73.9457408,2,10032,OK,premise
722,ROOFTOP,"80 Fort Washington Ave, New York, NY 10032, USA",ChIJFVYRyYT2wokRGBkejOtteOc,"80 FT WASHINGTON AVENUE, Washington Heights Lower, Manhattan, NY, USA",40.8378612,-73.9435824,1,10032,OK,premise
723,ROOFTOP,"86 Fort Washington Ave, New York, NY 10032, USA",ChIJq7g7yoT2wokRaHYFEBHPRf4,"86 FT WASHINGTON AVENUE, Washington Heights Lower, Manhattan, NY, USA",40.8380018,-73.9435058,1,10032,OK,street_address
724,ROOFTOP,"611 W 177th St, New York, NY 10033, USA",ChIJAczf7J_2wokR7XlDgYum3hg,"611 WEST 177 STREET, Washington Heights Lower, Manhattan, NY, USA",40.8464717,-73.9372562,2,10033,OK,"establishment,point_of_interest"
725,ROOFTOP,"1341 St Nicholas Ave, New York, NY 10033, USA",ChIJMcHMASD0wokRiH14Gw4vyy4,"1341 ST NICHOLAS AVENUE, Washington Heights Lower, Manhattan, NY, USA",40.84689110000001,-73.9357155,1,10033,OK,"establishment,health,pharmacy,point_of_interest,store"
726,ROOFTOP,"1986 Amsterdam Ave, New York, NY 10032, USA",ChIJeZBW9oP2wokRoAgFaVNdIuU,"1986 AMSTERDAM AVE, Washington Heights Lower, Manhattan, NY, USA",40.8339323,-73.94169959999999,1,10032,OK,premise
727,ROOFTOP,"398 Audubon Ave, New York, NY 10033, USA",ChIJx0Iiph70wokRmleB71vL1io,"398 AUDUBON AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.8510867,-73.9308716,1,10033,OK,premise
728,ROOFTOP,"286 Wadsworth Ave, New York, NY 10040, USA",ChIJkRng9xz0wokRYzYiHzNqhoA,"286 WADSWORTH AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.853963,-73.9322318,1,10040,OK,premise
729,ROOFTOP,"605 W 187th St, New York, NY 10033, USA",ChIJgWQmZxz0wokRnimREnBxUo8,"605 WEST 187TH STREET, Washington Heights Upper, Manhattan, NY, USA",40.8535139,-73.931409,1,10033,OK,street_address
730,ROOFTOP,"16 Chittenden Ave, New York, NY 10033, USA",ChIJM4ld-Kb2wokRka9Yq8xng90,"16 CHITTENDEN AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.854944,-73.939503,1,10033,OK,street_address
731,ROOFTOP,"287 Audubon Ave, New York, NY 10033, USA",ChIJ66ZjdB_0wokRkr-Rs94UR4k,"287 AUDUBON AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.847727,-73.932734,1,10033,OK,street_address
732,ROOFTOP,"564 W 182nd St, New York, NY 10033, USA",ChIJ6SKL-x70wokRHP1jv1hFZH4,"564 WEST 182 STREET, Washington Heights Upper, Manhattan, NY, USA",40.8494216,-73.9325722,1,10033,OK,premise
733,ROOFTOP,"558 W 183rd St, New York, NY 10033, USA",ChIJZzod7B70wokRTb7gnE3pWHk,"558 WEST 183 STREET, Washington Heights Upper, Manhattan, NY, USA",40.8499562,-73.9319981,1,10033,OK,premise
734,ROOFTOP,"421 Audubon Ave, New York, NY 10033, USA",ChIJZ8Wf8Bv0wokRBKfUzrpwH9I,"421 AUDUBON AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.8518183,-73.9299212,1,10033,OK,street_address
735,ROOFTOP,"540 W 189th St, New York, NY 10040, USA",ChIJB-6aChv0wokRZKqojwc__Wg,"540 WEST 189TH, Washington Heights Upper, Manhattan, NY, USA",40.8535559,-73.9285886,1,10040,OK,premise
736,ROOFTOP,"131 Nagle Ave, New York, NY 10040, USA",ChIJWSskeAb0wokRbCNrnk96ELo,"131 NAGLE AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.860664,-73.92645399999999,1,10040,OK,street_address
737,ROOFTOP,"9 Sherman Ave, New York, NY 10040, USA",ChIJC6tfwAb0wokR2KfRlyvBIq4,"9 SHERMAN AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.8623735,-73.9288912,1,10040,OK,street_address
738,ROOFTOP,"21 Arden St, New York, NY 10040, USA",ChIJB7gAZwb0wokRK4qlIS1RNjo,"21 ARDEN STREET, Washington Heights Upper, Manhattan, NY, USA",40.861677,-73.92661900000002,1,10040,OK,street_address
739,ROOFTOP,"815 W 180th St, New York, NY 10033, USA",ChIJtVjmCKH2wokRnawi5ARaHrk,"815 WEST 180 STREET, Washington Heights Upper, Manhattan, NY, USA",40.8504154,-73.9398856,1,10033,OK,premise
740,ROOFTOP,"344 Cabrini Blvd, New York, NY 10040, USA",ChIJ11knw6f2wokRgwqEVfHDr1g,"344 CABRINI BOULEVARD, Washington Heights Upper, Manhattan, NY, USA",40.8565441,-73.93761239999999,1,10040,OK,premise
741,ROOFTOP,"1469 St Nicholas Ave, New York, NY 10033, USA",ChIJs2hxiB70wokRqUsjZR38QiU,"1469 ST NICHOLAS AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.8509394,-73.9328475,1,10033,OK,street_address
742,ROOFTOP,"452 Fort Washington Ave, New York, NY 10033, USA",ChIJnY3a-aD2wokRoLkyIwsJDyA,"452 FT WASHINGTON AVENUE, Washington Heights Upper, Manhattan, NY, USA",40.8501668,-73.9381405,1,10033,OK,premise
743,ROOFTOP,"725 W 184th St, New York, NY 10033, USA",ChIJnUuLV6f2wokRHobG8stL8AY,"725 WEST 184 STREET, Washington Heights Upper, Manhattan, NY, USA",40.8526365,-73.9361979,1,10033,OK,premise
744,ROOFTOP,"110 Bennett Ave, New York, NY 10033, USA",ChIJr_jwjx30wokRZznvJgnC25o,"110 BENNETT AVE, Washington Heights Upper, Manhattan, NY, USA",40.8537356,-73.9353392,1,10033,OK,premise
